epoch,acc,loss,val_acc,val_loss
101,0.942703330131,0.472780225772,0.8253,0.952771843815
102,0.945024815882,0.467553888715,0.8245,0.954612120724
103,0.944764649376,0.473319605169,0.8262,0.954242126942
104,0.943563880884,0.475372852737,0.8261,0.956364408779
105,0.943343739994,0.473231380676,0.826,0.95524760046
106,0.942002881844,0.477080572503,0.825,0.955365061951
107,0.943844060199,0.474257664748,0.8255,0.954722148895
108,0.944464457253,0.471737580577,0.8261,0.95323440752
109,0.945365033622,0.468971133003,0.8262,0.956653956699
110,0.944084213897,0.472131172558,0.8259,0.955335460472
111,0.944724623759,0.4708198884,0.8264,0.955758746719
112,0.944644572526,0.47010107651,0.8265,0.955945404243
113,0.945264969581,0.466785905169,0.8245,0.956592932129
114,0.943503842459,0.474976470674,0.8262,0.954973175621
115,0.945244956772,0.468872339755,0.8258,0.954764173126
116,0.944444444444,0.471087821088,0.8254,0.955323356438
117,0.944184277938,0.468822422373,0.8251,0.956509369469
118,0.945665225744,0.46675305444,0.8257,0.956594016075
119,0.945004803074,0.468268792693,0.8259,0.957075909519
120,0.945905379443,0.466715866085,0.8259,0.957223760509
121,0.943403778418,0.471756258245,0.8249,0.955906092644
122,0.945565161703,0.466930577322,0.8264,0.959531854153
123,0.945705251361,0.466324679274,0.825,0.958444020271
124,0.94338376561,0.47186106974,0.8254,0.959054086494
125,0.944284341979,0.469682818245,0.8257,0.957877612114
126,0.945785302594,0.467143412883,0.8265,0.957326539135
127,0.945625200128,0.465565844049,0.8267,0.959241657734
128,0.944884726225,0.468712933469,0.8262,0.959945925331
129,0.943643932117,0.470911932276,0.8247,0.957214159584
130,0.944084213897,0.469599206994,0.8262,0.956341404533
131,0.945785302594,0.466888670209,0.8265,0.95958551178
132,0.944684598143,0.468475548791,0.8264,0.958688376808
133,0.944944764649,0.467156610674,0.8262,0.960781542206
134,0.94660582773,0.465851704089,0.8263,0.958916031933
135,0.945004803074,0.468702783464,0.8255,0.958884996986
136,0.943123599103,0.47310260132,0.8255,0.958830710888
137,0.946685878963,0.462578875702,0.825,0.958670592976
138,0.944804674992,0.468685935332,0.8257,0.959745841122
139,0.944204290746,0.468622547138,0.8254,0.959194136333
140,0.94394412424,0.469651281309,0.8258,0.959165932751
141,0.945425072046,0.468473606935,0.8253,0.960686389637
142,0.945545148895,0.467147486221,0.8257,0.958659090805
143,0.946345661223,0.463975209773,0.8255,0.961545827198
144,0.946165545949,0.463641621232,0.8255,0.960777099705
145,0.946365674031,0.465926624684,0.8258,0.962691124344
146,0.944904739033,0.468215600596,0.8246,0.961362211037
147,0.946365674031,0.466323673811,0.8253,0.961045999241
148,0.947066122318,0.465813935051,0.8264,0.960286548042
149,0.944344380403,0.471400862182,0.8259,0.962259917927
